"high","medium","low","listing_id"
0.0716556534171104,0.432035565376282,0.496308773756027,7170325
0.0376942902803421,0.241523429751396,0.720782339572906,7140668
0.0480839721858501,0.245888352394104,0.706027686595917,7206465
0.179315224289894,0.268568009138107,0.552116751670837,7230245
0.185214787721634,0.315682768821716,0.499102413654327,7181313
0.0260059237480164,0.182315200567245,0.791678905487061,7157060
0.00462484918534756,0.0840684026479721,0.911306798458099,7219476
0.00849934853613377,0.135858923196793,0.855641722679138,7168370
0.0521512888371944,0.35940957069397,0.588439106941223,7107617
0.000592368072830141,0.00512686790898442,0.994280815124512,7117491
0.120087116956711,0.379971146583557,0.49994170665741,7114391
0.0121282543987036,0.127023279666901,0.860848426818848,7120422
0.101093366742134,0.424850076436996,0.474056512117386,7220833
0.0289482232183218,0.215027153491974,0.756024599075317,7214952
0.0102817453444004,0.107873611152172,0.881844639778137,7137935
0.0491552986204624,0.209778234362602,0.741066455841064,7107623
0.219793811440468,0.643791139125824,0.136415064334869,7126261
0.0436651520431042,0.19283401966095,0.763500809669495,7132195
0.0437919721007347,0.230495467782021,0.725712537765503,7157119
0.0156229985877872,0.123352520167828,0.861024498939514,7226774
0.00278198486194015,0.0702954530715942,0.926922500133514,7233238
0.0126819247379899,0.139701679348946,0.84761643409729,7162259
0.0582948625087738,0.226215466856956,0.715489685535431,7170465
0.0871467441320419,0.278108239173889,0.634745061397552,7150492
0.00712693203240633,0.0640715807676315,0.928801476955414,7219996
0.440936595201492,0.377010256052017,0.182053163647652,7113377
0.00659582624211907,0.144055098295212,0.849349081516266,7214357
0.294205874204636,0.458914786577225,0.246879324316978,7190958
0.321641594171524,0.333541929721832,0.344816505908966,7194838
0.0798842012882233,0.399216711521149,0.520899057388306,7192662
0.263637691736221,0.307603746652603,0.428758561611176,7158810
0.198021650314331,0.392362713813782,0.409615695476532,7121308
0.0415878109633923,0.318054020404816,0.640358150005341,7161513
0.126632630825043,0.413800060749054,0.459567368030548,7158913
0.175156429409981,0.334630370140076,0.490213215351105,7173462
0.00136171805206686,0.0349743328988552,0.963663935661316,7130366
0.00853548105806112,0.0774178504943848,0.91404664516449,7088531
0.0382815934717655,0.342247843742371,0.619470536708832,7217806
0.00391778303310275,0.081174261868,0.914907932281494,7215169
0.0040319855324924,0.045892808586359,0.950075149536133,7130741
0.0386763885617256,0.24489164352417,0.716431975364685,7194049
0.168786942958832,0.470765292644501,0.360447704792023,7170318
0.00931623857468367,0.132177755236626,0.858505964279175,7218092
0.00190345873124897,0.0277681015431881,0.970328450202942,7115154
0.000656135438475758,0.00517456140369177,0.994169354438782,7140186
0.106312848627567,0.3111771941185,0.582509994506836,7124104
0.0587408691644669,0.229280024766922,0.711979150772095,7109739
0.00368274142965674,0.0333183445036411,0.962998867034912,7152179
0.00149466807488352,0.0287749506533146,0.969730377197266,7228553
0.0372531376779079,0.290940582752228,0.671806275844574,7225762
0.0921525433659554,0.465371698141098,0.44247579574585,7211853
0.00179515383206308,0.023292874917388,0.974911987781525,7227943
0.0015804668655619,0.0508404634892941,0.947579085826874,7224977
0.0744694918394089,0.574279546737671,0.351250946521759,7128513
0.0696213319897652,0.505715489387512,0.424663156270981,7178261
0.301225781440735,0.351481109857559,0.347293078899384,7110722
0.433486491441727,0.366090059280396,0.200423419475555,7157154
0.00287378067150712,0.110473483800888,0.886652708053589,7159380
0.00503507209941745,0.0335806272923946,0.961384356021881,7152982
0.0187239795923233,0.194921866059303,0.786354184150696,7144609
0.0699669942259789,0.155762255191803,0.77427077293396,7202822
0.0164119210094213,0.169097766280174,0.814490377902985,7167998
0.00651289336383343,0.0705891847610474,0.922897934913635,7116018
0.0561824291944504,0.367284178733826,0.576533377170563,7092661
0.00315745221450925,0.00853295065462589,0.988309621810913,7217396
0.0395964570343494,0.304350316524506,0.656053185462952,7104852
0.00607406860217452,0.11870676279068,0.875219166278839,7099429
0.0373537614941597,0.212202683091164,0.750443518161774,7189025
0.0168767478317022,0.33910596370697,0.644017219543457,7197846
0.000301133550237864,0.0164726451039314,0.983226239681244,7225322
0.0428816862404346,0.282824635505676,0.674293696880341,7197044
0.11331058293581,0.400561630725861,0.486127823591232,7090031
0.00167291518300772,0.0231976676732302,0.975129365921021,7095466
0.0799484327435493,0.327464550733566,0.592587053775787,7109367
0.0516559071838856,0.581944644451141,0.366399496793747,7167686
0.00220236298628151,0.0467881411314011,0.951009452342987,7208908
0.00280712265521288,0.0494635365903378,0.947729289531708,7116660
0.276485204696655,0.471263438463211,0.252251297235489,7127494
0.177014172077179,0.499381721019745,0.323604136705399,7094544
0.011900594457984,0.136367231607437,0.851732194423676,7096062
0.00015007788897492,0.00179019221104681,0.998059689998627,7106879
